"","df$Narrative","df$VessSz","df$VessSpd"
"720","TWISTED RED/ORANGE LINE (HYDROPRO) WRAPPED TIGHTLY TWICE AROUND BODY, FORWARD OF DORSAL FIN. ABRAIDED AND INDENTED SKIN VISIBLE FROM DRONE FOOTAGE FORWARD OF ROPE, EVIDENCE THAT ROPE HAD MOVED BACKWARDS ON BODY TO CURRENT POSITION. PECTORAL FLIPPERS NOT VISIBLE FROM CLEAR DRONE FOOTAGE. ONE BUOY (WHITE WITH BLACK ON LAST 2/3 OF BUOY) WITH YELLOW DUNGENESS CRAB TAG, POTENTIALLY PINNING RIGHT PECTORAL FLIPPER TO BODY (FROM DRONE FOOTAGE). SERIOUS INJURY UNDER L2 CRITERIA DUE TO CONSTRICTING GEAR AND MULTIPLE WRAPS THAT MAY BE PINNING PECTORAL FLIPPERS. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"721","WHALE WITH LINE AROUND FLUKES WITH YELLOW AND ORANGE BUOYS AT SURFACE TRAILING ABOUT 50 YARDS BEHIND WHALE. BUOYS MOVING IN SAME DIRECTION AS WHALE AND GOING UNDERWATER WHEN WHALE DOVE. BUOYS NOT SEEN IN SAME LOCATION LATER IN THE DAY. 3 BUOYS (POTENTIALLY 4) -- 1 TRI-COLORED WITH ORANGE AND PINK/ RED WITH BLACK STRIPE IN MIDDLE WITH POSSIBLE DUNGENESS CRAB FISHERY TAG. 1 ALL ORANGE WITH SILVER OR WHITE REFLECTIVE TAPE STRIPE IN MIDDLE WITH POSSIBLE PINK TAG. 1 THAT IS HARD TO TELL IF ONE OR TWO BUT YELLOW/ORANGE IN COLOR. POTENTIAL RESIGHT IN MEXICO IN DECEMBER 2018- PHOTOS OF GEAR MATCH- FOLLOWING UP WITH RP FROM MEXICO. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. ONE POOR-QUALITY PHOTO REVIEWED BY J. CARRETTA.",NA,NA
"722","BLUE MESH GILLNET THAT HAS A STRETCH DIAMETER OF JUST UNDER 12"", SMALLER THAN THAT USED IN LARGE MESH GILLNET FISHERY. TEN FLOATS ON YELLOW TWISTED POLYPRO LINE (SOME FLOATS WERE BLACK, SOME WERE WHITE); LEAD LINE W/ LEADS ALSO IN TANGLED MASS. VERY SEVERE ENTANGLEMENT THAT HAS BEEN ON THIS WHALE FOR SOMETIME AS INDICATED BY THE DEEP WOUNDS AND HEAVY CYAMID LOAD THAT IS COVERING A LOT OF THE DORSAL SURFACE OF THE BODY. MULTIPLE WRAPS OF GILLNET, ROPE, AND FLOAT FORMING TIGHT NEST AROUND PEDUNCLE AND FLUKES. CONSTRICTING ENTANGLEMENT AND HEALTH DECLINE.",NA,NA
"723","HUMPBACK TRAILING A SINGLE ORANGE AND WHITE BUOY, POSSIBLY ATTACHED TO LEFT PECTORAL FLIPPER. EXTENT OF ENTANGLEMENT AND AMOUNT OF GEAR UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"724","EMACIATED ADULT COW ENTANGLED WITH ATTENDENT CALF. LINE COMING OUT BOTH SIDES OF THE MOUTH. LEFT SIDE GOES UNDER THE PECTORAL FLIPPER AND HAS THREE BUYS WITH THE FIRST AT ABOUT THE DORSAL FIN, THE THIRD JUST AT THE LEADING EDGE OF THE FLUKE. LINE COMING OUT RIGHT SIDE OF MOUTH GOES UNDER RIGHT PECTORAL FLIPPER AND DISAPPEARS AND MAY HAVE SOME WEIGHT (POT) ON THE END. ALL THREE BUOYS ORANGE COLORED AND HAVE SIGNIFICANT ALGAL GROWTH, INDICATING ENTANGLEMENT IS NOT RECENT. YELLOW DUNGENESS CRAB POT TAG ON BUOY CLOSEST TO WHALE. FINAL OUTCOME UNKNOWN. PRORATED SERIOUS INJURY WITH VALUE = 1 DUE TO EMACIATED CONDITION AND HEALTH DECLINE. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"725","DEPENDENT CALF OF ENTANGLED AND SERIOUSLY-INJURED MOTHER. ASSUMPTION UNDER L8 IS THAT DEPENDENT CALF NOT LIKELY TO SURVIVE.",NA,NA
"726","MULTIPLE WRAPS OF BLUE/GRAY LINE AROUND BODY WITH A RED BULLET BUOY THAT FORMED A 'BIRD'S NEST' OF GEAR ON DORSAL ASPECT OF WHALE BETWEEN DORSAL FIN AND FLUKES. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO PHOTOS.",NA,NA
"727","DEAD HUMPBACK WHALE STRANDED IN MEXICO WITH CALIFORNIA COMMERCIAL DUNGENESS CRAB GEAR ENTANGLEMENT. PHOTOS SHOW LINE, 2 BUOYS, AND YELLOW SHIELD TAG WITH NUMBER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"728","TRIBAL FISHERMAN ENTANGLED HUMPBACK WHALE IN GILLNET IN TREATY FISHERY. THREE HOURS LATER, THE FISHERMAN REMOVED AS MUCH GEAR AS POSSIBLE AND THOUGHT THAT SOME LEADLINE GEAR STILL REMAINED ON CAUDAL PEDUNCLE. PHOTOS OF WHALE SHOW IT THRASHING ITS FLUKES. AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"729","BRIDLE THROUGH MOUTH THAT COMES TO A KNOT FORWARD OF DORSAL HUMP. TRAILING LINE APPEARS TO TERMINATE NEAR THE FLUKES AND SWITCHES FROM THE LEFT TO RIGHT SIDE OF THE BODY. THERE IS ALSO A SHORT LOOP OF LINE EMANATING FROM THE KNOT FORWARD OF THE DORSAL. THE FLIPPERS / FLUKES / TAILSTOCK ARE NOT INVOLVED. WHALE TRAVELING AND FLUKING AT MODERATE SPEED WITH ANOTHER HUMPBACK. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"730","WHALE WITH GILLNET MESH ATTACHED TO RIGHT FLUKE TIP PHOTOGRAPHED ON 8/3/2018. ANIMAL WAS RESIGHTED ON 9/14/2018 BY MARINE MAMMAL LAB (JEFF HARRIS) AS FREE FROM GEAR, PHOTOS OF ENTANGLEMENT AND POST-ENTANGLEMENT EXAMINED BY J. CARRETTA.",NA,NA
"731","ANCHORED 25 FT. LONG JUVENILE HUMPACK FIRST REPORTED ON 8/5/2018 WITH LINE EMBEDDED IN DORSAL CAUDAL PENDUNCLE, WITH ASSOCIATED MASSIVE LACERATION NEARLY SEVERING FLUKES. RESEARCHERS ON R/V REUBEN LASKER SIGHTING WHALE DURING A LINE-TRANSECT SURVEY ON 8/7 AND CONTACTED CASCADIA RESEARCH. CASCADIA RESCUE TEAM WAS ABLE TO ATTACH TELEMETRY BUOY ON 8/7/2018, WITH NOAA VESSEL REUBEN LASKER STANDING BY FOR ASSISTANCE. CASCADIA TEAM RETURNED ON 8/8/2018 AND REMOVED LINE AND BUOYS ATTACHED TO A CRAB POT AND WHALE SWAM OFF. GEAR WAS RECOVERED AND RETAINED. BASED ON PHOTOS, THE PROBABILITY OF THE WHALE LOSING ITS FLUKES IS SUBSTANTIAL. SERIOUS INJURY UNDER SERIOUS INJURY CRITERIA L2 AND SEVERITY OF DAMAGE TO CAUDAL PEDUNCLE. CONSTRICTING ENTANGLEMENT. HEALTH DECLINE. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"732","A COMMERCIAL FISHING VESSEL REPORTED A DEAD ENTANGLED HUMPBACK WHALE TO USCG. THE USCG FLEW OVER AND CONFIRMED. WHALE THROAT WAS DISTENDED FLOATING BELLY UP HIGH IN THE WATER. ORANGE BUOYS SEEN NEAR TAILSTOCK IN AERIAL PHOTOS, OBSERVERS FROM SHORE ON 07 AUG REPORTED SEEING BUOYS NEAR WHALE AND CARCASS APPEARED TO BE ANCHORED IN PLACE. ALL LINES AND BUOYS WERE REMOVED BEFORE OUR ARRIVAL. WE WERE ABLE TO CONFIRM THIS AS THE SAME ANIMAL REPORTED ON AUGUST 6TH USING PIGMENTATION ON THE PLEATS FROM BOTH SIGHTINGS. TWO DEEP IMPRESSIONS WITH A THREE-STRAND LINE PATTERN ON THE RIGHT PECTORAL AND LINE MARKS AND ABRASIONS AROUND TAIL STOCK AND PEDUNCLE INDICATED THAT THE WHALE HAD BEEN ENTANGLED RECENTLY. THE TEAM COLLECTED STILL PHOTOGRAPHS AND UNDERWATER IMAGES FROM A GOPRO MOUNTED ON A POLE. NECROPSY: THREE ADDITIONAL LINEAR ABRASIONS ACROSS THE FLUKE TOWARD THE PEDUNCLE. DEEP IMPRESSIONS INDICATE CONSTRICTING ENTANGLEMENT.",NA,NA
"733","FISHERMAN PARTICIPATING IN SOCKEYE GILLNET TREATY FISHERY REPORTED ENTANGLING A WHALE ON 8/11/2018. ESTIMATED TIME OF ENTANGLEMENT WAS 2130 HRS LOCAL. WHALE WAS WRAPPED IN CORKLINE OF NET AND HAD PULLED JACKLIGHT AND FLAGPOLE UNDERWATER. FISHERMAN'S NARRATIVE NOTED WHALE WAS VERY WOUND UP IN NET. EXTENSIVE CONSTRICTING ENTANGLEMENT. WHALE DIED THE NEXT DAY, CARCASS SANK WITH GEAR. NO NECROPSY.",NA,NA
"734","ENTANGLED JUVENILE HUMPBACK SUFFERING A HEALTH DECLINE. ANIMAL'S BODY HAS PATCHES OF RUST-COLORED WHALE LICE. COLORATION OF SKIN APPEARS TO BE LIGHT / DULL, WITH SLOUGHING SKIN. YELLOW POLY LINE SEEN WRAPPED MULTIPLE TIMES AROUND PEDUNCLE, WHERE LINE IS EMBEDDED. MULTIPLE WRAPS AND CONSTRICTING ENTANGLEMENT. APPROXIMATELY 10 FT OF LINE TRAILING BEYOND FLUKES. LARGE AREAS OF ABRADED, RAW PINK SKIN RELATED TO ENTANGLEMENT. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"735","TRAILING TWO BUOYS APPROXIMATELY 1 TO 2 BODY LENGTHS BEHIND ANIMAL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO PHOTOS.",NA,NA
"736","REPORT OF A HUMPBACK WHALE TRAILING A CORKLINE AND CORKS. PHOTO SHOWS WHALE TRAILING GEAR THAT IS AT LEAST AS LONG AS WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"737","WHALE TRAILING 2 BUOYS, A MAIN BUOY (RED/ORANGE) AND A TRAILER BUOY (YELLOW), THE TRAILER WAS ABOUT 20FT BEHIND THE WHALE. THE ATTACHMENT POINT IS UNKNOWN, THE ANIMAL WAS OBSERVED FLUKE-UP DIVING, BUT NO GEAR WAS SEEN ON THE FLUKES DURING THE DIVES. GEAR CONFIGURATION AND AMOUNT UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"738","WHALE REPORTED ENTANGLED IN TWO COMMERCIAL CRAB POT BUOYS. (1 YELLOW AND 1 RED WITH A LOT OF GROWTH ON BOTH). THIS WAS WITNESSED FROM 200 YARDS AWAY. NO PHOTOS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"739","SINGLE WRAP AROUND WHALE RIGHT AT THE TAIL STOCK WITH LINE APPEARING TO LOOP OVER ITSELF OR WRAP AROUND ITSELF SOMEWHERE UNDER THE FLUKE. WHITE BUOY AND ORANGE POLYBALL CLOSE TO ANIMAL FROM AERIAL PHOTOS. WHALE DESCRIBED AS ANCHORED IN PLACE WITH A FLATTENED BODY POSITION WITHOUT MUCH MOVEMENT. SKIN RAW AND RED/PINK ON DORSAL ASPECT ON CAUDAL PEDUNCLE. EXTENSIVE SCUFF MARKS ON HEAD AND DORSAL FIN AREA. EVIDENCE THAT GEAR HAD MIGRATED FROM FRONT TO REAR OF ANIMAL. THE WHALE BECAME AGITATED WHEN A DISENTANGLEMENT TEAM APPROACHED, AND AT THAT TIME, THE WHALE SHED THE GEAR ON ITS OWN. WHALE REMAINED IN AREA FOR 5 MINUTES, THEN SLOWLY STARTED SWIMMING AWAY, INCREASINGLY USING ITS FLUKES. FISHERY IDENTIFIED FROM RECOVERED GEAR. INTERVIEW WITH FISHERMAN INDICATED GEAR (WITH 3 TRAPS) HAD BEEN SET THE PRIOR DAY. NON-SERIOUS INJURY DUE TO SHED GEAR AND SHORT TIME DURATION OF ENTANGLEMENT. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"740","ENTANGLED IN LINE AND FLOATS, BUT NO DESCRIPTION OF WHERE ON ANIMAL. CONFIRMED BASED ON TWO INDEPENDENT SIGHTINGS FROM FISHERMEN. THE ANIMAL WAS UNABLE TO BE RELOCATED BY USCG. NO FURTHER SIGHTINGS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"741","DEAD HUMPBACK CALF FOUND DURING CCES 2018 MARINE MAMMAL CRUISE. WHALE HAD LINE AND BUOYS WRAPPED AROUND TAIL. FISHERY CONFIRMED FROM TAG ON BUOY. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"742","HUMPBACK NOT MOVING MUCH WITH CONSTRICTING LINE BETWEEN HEAD AND DORSAL FIN, POSSIBLY ANCHORED. LINE IS INDENTING INTO SKIN AND OTHER INDENTATION MARKS ARE SEEN FROM WHERE LINE HAS MIGRATED TOWARDS REAR OF WHALE. PRIVATE VESSEL INSTRUCTED PASSENGER TO JUMP INTO WATER AND CLIMB ON TOP OF WHALE TO CUT LINE AWAY. UNAUTHORIZED DISTENTANGLEMENT EVENT. WHALE DANGEROUSLY THRASHED ITS FLUKES UPON THIS INTERACTION AND APPEARED TO SWIM OFF AFTER CITIZEN CUT LINE. UNKNOWN IF ALL GEAR WAS REMOVED, THIS IS CONSIDERED A PARTIAL DISENTANGLEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. VIDEO REVIEWED BY J. CARRETTA.",NA,NA
"743","HUMPBACK CALF WITH BLUE/GREEN LINE TRAILING 40-50 FEET WITH THREE BUOYS (GREEN/WHITE) ATTACHED TO RIGHT PECTORAL FLIPPER. GREEN CA DUNGENESS CRAB TAG SEEN ON THE FIRST BUOY. BASED ON AERIAL PHOTOS, LINE MAY BE ATTACHED TO UNDERSIDE OF FLIPPER. WHALE OTHERWISE IN GOOD HEALTH AS SHOWN IN PHOTOS. ACCOMPANIED BY MOTHER. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"744","LINE ATTACHED TO WHALE AT UNKNOWN LOCATION AND CONFIGURATION WITH A RED AND WHITE BUOY ON THE SIDE OF THE WHALE NEAR THE PECTORAL FLIPPER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. REPORTING PARTY DESCRIBED AS CRAB POT GEAR.",NA,NA
"745","WHALE TRAILING 3 BUOYS TOTAL. 1 ""CRAB STYLE"" LARGER BUOY WITH 2 SMALLER BUOYS. REPORTING PARTY THOUGTHT THEY MAY HAVE ALL BEEN WHITE OR HAD SOME WHITE ON THEM BUT COULDN'T REMEMBER FOR SURE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. DIFFERENTIATED FROM OTHER 9/30/2018 ENTANGLEMENT IN SAME AREA BY NUMBER AND COLOR OF BUOYS.",NA,NA
"746","HUMPBACK CALF ENTANGLED IN CONFIRMED COMMERICAL SPOT PRAWN GEAR WHICH WAS SET 2 DAYS PRIOR TO OBSERVATION AND PARTIAL RELEASE BY FISHERMAN. LARGE ORANGE BUOY NEAR FORWARD PART OF THE BODY WITH UNKNOWN ATTACHMENT POINT, LIKELY MOUTH OR PECTORAL FLIPPERS. FADED YELLOW BUOY TRAILING ABOUT 30FT BEHIND. BOTH ONLY VISIBLE WHEN SURFACING. FISHERMEN WINCHED UP CALF TO SIDE OF THE BOAT TO MAKE DISENTANGLEMENT CUTS. VERTICAL ASPECT PHOTO SHOWS LINE AND BUOY STILL ON TAIL AFTER REMOVED FROM GROUNDING LINE. NO FURTHER ACTION TAKEN AS WHALE SWAM OFF. AMOUNT AND CONFIGURATION OF REMAINING GEAR UNKNOWN.",NA,NA
"747","MULTIPLE WRAPS OF LINE EMBEDDED DEEPLY AT FLUKE INSERTION WITH 400 FEET OF TRAILING LINE. CONSTRICTING ENTANGLEMENT. WHALE HAD SEVERAL LARGE PATCHES OF ORANGE-COLORED CYAMIDS, INDICATING A HEALTH DECLINE. INITIAL DISENTANGLEMENT RESPONSE REMOVED APPROXIMATELY 350 FEET OF TRAILING LINE. A 2ND DISTENTANGLEMENT EFFORT REMOVED MOST OF THE LOOSE GEAR, BUT EMBEDDED LINE REMAINED. FISHERY POSITIVELY-IDENTIFIED FROM PERMIT TAG ON RECOVERED GEAR. PHOTOS / VIDEO REVIEWED BY J. CARRETTA.",NA,NA
"748","REPORTING PARTY NOTED 2 ORANGE CRAB POT BUOYS NEAR THE TAIL OF THE WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO PHOTOS.",NA,NA
"749","PHOTOS SHOW WHALE WITH LARGE DIAGONAL, NARROW-DIAMETER WOUND BETWEEN DORSAL HUMP AND BLOWHOLE. ORIENTATION OF WOUND IS FROM DORSAL SURFACE, EXTENDING DIAGONALLY TOWARDS REAR AND VENTRUM OF WHALE, CONSISTENT WITH A CONSTRICTING LINE EXPERIENCING DRAG. INDENTATION AND LARGE AREAS OF BODY COVERED WITH CYAMIDS, INDICATING A HEALTH DECLINE. PHOTOS INCONCLUSIVE ON WHETHER LINE IS STILL EMBEDDED IN WHALE, BUT INJURY IS CONSISTENT WITH CONSTRICTING ENTANGLEMENT. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"750","LOOSE DRAPED TRAILING LINE (30 FEET) WITH NO APPARENT TENSION AND SINGLE RED AND WHITE BUOY APPEAR TO BE LOOSELY CONNECTED TO UNDERSIDE OF FLUKES, PERHAPS ATTACHED VIA BARNACLES. WHALE FREE-SWIMMING. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"751","TIGHT WRAP OR WRAPS RIGHT AT THE FLUKE INSERTION WITH SHORT GREEN LINE TRAILING UNDERNEATH FLUKE AND TWO BUOYS APPROX 3 FEET BEHIND THE FLUKES AND ONLY COME TO THE SURFACE WHEN WHALE IS FLUKE UP DIVING. LACERATION IN FLUKE REGION EVIDENT FROM PHOTOS REVIEWED BY J. CARRETTA. EVIDENCE OF CONSTRICTING WRAP.",NA,NA
"752","MULTIPLE WRAPS OF LINE OVER / AROUND BODY IN FRONT OF THE DORSAL FIN WITH EVIDENCE THE GEAR HAS MOVED FROM BACK DUE TO ABRASIONS WITH ASSOCIATED SKIN DISCOLORATION. TWO BUOYS NEXT TO THE BODY NEAR THE WRAPS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. POOR-QUALITY PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"753","Sighted w/ entanglement scars on peduncle and discolored (light) right pectoral. Thin w/ lesions & cyamids. Cannot confirm gear present on pectoral. Continued health decline until last sighting in 2001.",NA,NA
"754","CCS aerial team rept; left pectoral discolored, likely point of attachment, with line trailing several body lengths. Cyamid patches on body. No resights.",NA,NA
"755","New body wrapping scar discovered during photo review. Seen 7/18/99 & 7/21/99 pre-injury. Healthy resights, reproductively successful.",NA,NA
"756","Whale photographed south of Noman's; Gear was not noted at the time, but was seen in slides. Line attached tightly wrapping left flipper, possible right mouth or flipper attachment as well, 50-70' of line trailing behind flukes w/ buoy @ end. VHF tag attached 5/8, came off 5/10, retrieved 5/12 w/ no gear. Confirmed to still have gear on left flipper on 9/26/02 while reviewing images for 2005 entanglement . Confirmed gear free from this entanglement on 2/27/07. Healthy resights until 2005 entanglement",NA,NA
"757","Body wrapping scar discovered during photo analysis. No gear present. Sighted pre-injury on 3/27/00. Healthy resights",NA,NA
"758","NOAA SAS rept; gear through mouth w/ 80-90' of dark line trailing beneath whale, no wraps. Gear free 5/12/01. Healthy resights",NA,NA
"759","R/V Delaware II rept; At least 2 lines exiting both sides of mouth, tightly criss crossing over back. 1+ lines from right mouth pins left flipper to body. 2 loops across whale's back. Poss right flipper involvement. 2 lines trail just beyond flukes. Tagged on 7/13; partial disentanglement - loop cut on 7/15; Tag retrieved w/ some gear on 7/20. Gear free on 9/7 . Healthy resights, reproductively successful",NA,NA
"760","NOAA SAS rept; not relocated. Line entered & exited right mouth, leading over body to left flipper, then entered & exited left mouth, trailing ~200' aft of flukes. Body wrap is ""snug"". Photo analysis confirms first EN on 7/25/00. Partial disentanglement 3/29/01, tag attached & 124' of gear retrieved; tag w/ 98' gear retrieved on 5/8/01; Confirmed gear free 6/8/01. Healthy resights, reproductively successful.",NA,NA
"761","Crew from R/V DE II reported whale had small amount of netting around tail stock, full configuration unknown. Very brief sighting, no photos. Not relocated.",NA,NA
"762","Sighted by aerial survey team; single embedded rostrum line exiting both sides of mouth, necrotic tissue around line; multiple unsuccessful disentanglement & sedation attempts; severe health decline; telemetry ceased transmitting on 9/16/01, presume died & immediately sank since so emaciated",NA,NA
"763","WW ""Deborah Ann"" rept; Single constricting rostrum wrap, line exiting right mouthline leads to balloon float (right flipper not involved), left mouthline & flipper involvement unknown; Partial disentanglement on 7/20/01 - remaining gear = small bit of rope left in wound and in baleen; resight on 7/28/01 shows limited gear left at mouth was no longer embedded, just draped, healing evident, more diving noted. Shed remaining gear & resights healthy. Gear owner interview - gear set 1/7/01 on Sewell Ridge & lost late Jan 2001",NA,NA
"764","red line from left mouth or flipper trailing to leading edge of flukes. No wraps seen, but attachment point & full configuration unknown. Behavior during most recent sightings prior to entanglement (7/25-8/12) suggests may have been entangled at that time, but no gear seen. Declared gear free in 2007; healthy resights",NA,NA
"765","anchored w/ twisted lines entered mouth @ rostrum, exited both sides; left line passed over flipper & under chest to right flipper; right line wrapped pectoral multiple times then led to peduncle wraps; all wraps constricting - laceration from right mouthline to left flipper & deep encircling wound around fluke base all appear pre-mortem. COD likely asphyxiation due to drowning due to involvement of all appendages + mouth.",NA,NA
"766","Constricting rostrum wraps; lines exiting both sides of mouth forming loose loop and trailing gear; Full configuration unknown; Telemetry buoy attached on 4/17/02, came adrift 4/18/02. Whale shed all gear except for constricting rostrum wraps. Health decline in Mar 2002, but improved & robust through last sighting in 2005. Found dead on 3/25/07. Constricting wrap on rostrum, but robust with no signs of decline. No necropsy so could not rule out VS.",NA,NA
"767","Party Boat Captain rept; Yearling w/ complex and changing entanglement w/ flipper involvement unclear. Eventually became constricting rostrum, head & peduncle wraps. Resighted multiple times in 2002 & 2003. Health decline until  partial disentanglement on 8/24/02. Remaining configuration included loose loops through mouth. Eventually shed remaining gear and resights healthy until new entanglement in 2010.",NA,NA
"768","11m female yearling. Single embedded line in ventral & lateral aspects tailstock leading to a buoy and tangle of lines at fluke notch. NEAq disentangled on 9/1/02 in Bay of Fundy.  Health decline throughout and post disentanglement. Stranded dead on Nantucket on 10/12/02. Examined 10/13 & 10/14.  Laceration depth =15-19cm laterally & 5cm ventrally. Ventral laceration had severed a pair of large, superficial arteries. Scar tissue had formed in arteries, occluding the vessels. Emaciated with heavy cyamids. COD=peduncle laceration lead to impaired thermoregulation & severe hemorrhage.  Salvaged 10 ribs one nasal bone and a small fragment of cranium from the base of the nasal bones.  These bones were given to the Museum of Comparative Zoology at Harvard University, Cambridge, MA.",NA,NA
"769","Whale was first reported by boater in early AM; constricting line caught in mouthline @ rostrum tip, lines exit left mouth; no other wraps; baleen sticking out of mouth; CCS attached telemetry buoy & removed > 200 ft of line; Telemetry buoy removed by boater; health decline throughout; Confirmed gear free on 3/26/05; resights healthy. Sighted occasionally in subsequent years with only the left side of its mouth open. Suspect behavior is due to damaged baleen, but healthy and also sighted with mouth closed.",NA,NA
"770","Green line around rostrum trailing past flippers and flukes without wrapping either.  Sighted free of gear just two days prior (8/2/02). Multiple resights + a few unsuccessful tagging attempts during 2003-2006. Gear shifted throughout, with one rostrum wrap becoming constricting & weaving through baleen. Confirmed gear free on 4/14/06. Healthy resights successfully reproductive. Died in 2015 - unk COD",NA,NA
"771","8/10 rept w/ line over fluke. 8/24 rept 1-2 rostrum wraps w/ some line exiting right mouth, full configuration unknown. 9/17 seen free of gear by NEAq in BOF.  The initial sighting and sighting on 8/24 were assumed to be the same whale based on proximity and description of the entanglement. Healthy resights, reproductively successful. K et al says tight rostrum wraps, but conflicts with narrative on CCS site and images doesn't look constricting",NA,NA
"772","R/V Delaware II rept; tight rostrum wrap, tight body wrap @ level of flippers, & mid-body wrap. Body gray in color. Biopsied for genetics and stress. No resights.",NA,NA
"773","SWFSC survey rept; 2 embedded rostrum wraps with no trailing line visible. Images and information not posted until 11/18/03 of this sighting which is 2 days prior to first report of the entanglement. Trailing line present during this sighting and not in subsequent sightings. Gray skin observed during subsequent sighting thru 2005. No resights post Aug 2005. Presumed dead by NEA in 2011",NA,NA
"774","single line through mouth with one end trailing ~50ft behind flukes with no wraps seen.  On 5/15/03 the NOAA aerial survey documented the whale having shed the gear. Injuries at fluke insertions never fully healed; Health fluctuated thru its last sighting in 2005. Initially severe health decline, but health continually improved through it's last sighting in March 2005. NEA presumed dead in 2011. NEA assessment in published TRT states improved health, but NEA assessment in Knowlton et al case studies implies poor condition throughout remaining sightings. Agree that never completely healed, and that health improved throughout, but still had cyamids, rake marks & sloughing skin @ last sighting in 2005. Consider L5a since laceration from entanglement @ fluke insertion never fully healed so major artery was potentially compromised?",NA,NA
"775","Severe new entanglement scars consistent with constricting wraps but no gear present.  Severe scars on tail, ped, and head.  Patches of cyamids and appeared to be in poor health. No resights. Presumed dead in 2009.",NA,NA
"776","2 lines exiting left mouth and crossing over rostrum and angle down to right flipper with gear trailing. 1 line loose & 1 tight. Unable to confirm flipper involvement but forward wrap appears constricting. Poor skin condition. Resighted on 6/7/03, no longer any trailing gear. Slight improvement in skin condition, but rake marks still present. No resights.",NA,NA
"777","constricting line at insertion & tightly wrapping both fluke blades leading to twisted line & 1 pot; embedded heavy gauge monofilament netting wrapping peduncle; poor condition - discolored skin, slow movement, lethargic, did not avoid approach.  Disentangled same day by Campobello team. Heavy monofilament = primary entanglement (embedded & difficult to release). Lobster buoy line = secondary entanglement (easily cut and dropped off animal). Lobster gear was set approx 100 nm W along the coast of disentanglement site in ME state waters in May. Unsure when the gear was lost. Healthy resights.",NA,NA
"778","Sighted by Tuna Spotter - gear trailing w/ 2 buoys & submerged white object, full configuration unknown. No response mounted. No resights.",NA,NA
"779","Vessel reported an entangled whale to USCG. 3 tight body wraps, multiple constricting wraps on both flippers, high-flyer strapped to chest.  A telemetry buoy was attached to the trailing gear.  Whale was relocated 3/18 and 3/19 and disentanglement efforts were made each day - a few cuts were made & a small amount of gear recovered. Whale was tracked by telemetry until 4/2 when a well meaning fishing capt removed the buoy; Resighted 1/11/05 having shed all gear except for multiple constricting right pectoral wraps. Numerous resights over the next 10 yr+ indicate healthy despite consticting gear",NA,NA
"780","Reported to NERO on 12/3/08 as entangled right whale mother with new calf.  Confirmed known scarring. Sighting history indicates a evidence of constriction on rostrum, body, and insertion of left pectoral - event occurred between 9/21/03 & 4/25/04. No gear present. Healthy resights, reproductively successful.",NA,NA
"781","free swimming with line wrapping over head from right mouthline to left flipper. Disentanglement attempt on 9/29/04 unsuccessful. Left flipper white + loss of pigmentation extending onto the body of the whale indicating a severe constriction. Health decline throughout - emaciated, diffuse cyamid coverage, poor skin condition. Carcass found dead in March of 2005 at Ship Shoal Island, VA. Necropsy conducted. 2 lines originated left baleen, exit right mouth, passed dorsally over blowhole, ending at multiple constricting wraps of left flipper. Flipper wraps caused bone damage & loss of blood distal limb. Embedded kine over blowhole caused 6cm deep by 42cm long laceration across left nare. Gear not on flipper @ stranding, suspect COD=acute due to rapid release of pressure on left flipper & subsequent hemorrage. 2016 - Lysiak baleen hormone analysis indicates June/July 2004 as date of EN based on T3 levels & in GOM based on carbon & nitrogen isotope. **Proximate COD = chronic entanglement, Ultimate COD = nutritional, acute end stage crisis - 03/04/19 agh",NA,NA
